responseTime,trial,targetWord,chosenWord,chosenCategory,chosenPosition,subjID,order,correct,german,aoa_german_comb,group,sex,age,age_group,source,postcode
4162,46,kayak,kayak,target,upper-left,18X9TEt7,orderA,1,kajak,8.82,high,m,5.834360027378508,5,mpi,04103
3404,47,lobster,lobster,target,upper-right,18X9TEt7,orderA,1,hummer,8,high,m,5.834360027378508,5,mpi,04103
6194,48,jaguar,panther,dist1,lower-left,18X9TEt7,orderA,0,jaguar,7.64,high,m,5.834360027378508,5,mpi,04103
20141,49,carnation,carnation,target,upper-right,18X9TEt7,orderA,1,nelke,7.82,high,m,5.834360027378508,5,mpi,04103
9197,50,satellite,meteorid,dist2,lower-right,18X9TEt7,orderA,0,satellit,8.94,high,m,5.834360027378508,5,mpi,04103
8024,51,flounder,flounder,target,lower-right,18X9TEt7,orderA,1,flunder,6.95,high,m,5.834360027378508,5,mpi,04103
4279,52,cello,marshmallow,dist2,upper-right,18X9TEt7,orderA,0,cello,8.67,high,m,5.834360027378508,5,mpi,04103
7687,1,squirrel,squirrel,target,lower-left,1aaesBEa,orderA,1,eichhörnchen,2.6,low,f,7.756331279945243,7,mpi,04103
7271,2,cap,cap,target,upper-right,1aaesBEa,orderA,1,mütze,1.95,low,f,7.756331279945243,7,mpi,04103
4122,3,door,door,target,lower-left,1aaesBEa,orderA,1,tür,3.12,low,f,7.756331279945243,7,mpi,04103
3793,4,stairs,stairs,target,lower-right,1aaesBEa,orderA,1,treppe,3.25,low,f,7.756331279945243,7,mpi,04103
4600,5,desk,desk,target,lower-left,1aaesBEa,orderA,1,schreibtisch,3.2,low,f,7.756331279945243,7,mpi,04103
3441,6,strawberry,strawberry,target,upper-left,1aaesBEa,orderA,1,erdbeere,3.47,low,f,7.756331279945243,7,mpi,04103
3291,7,eye,eye,target,upper-left,1aaesBEa,orderA,1,auge,2.69,low,f,7.756331279945243,7,mpi,04103
4026,8,plane,plane,target,lower-left,1aaesBEa,orderA,1,flugzeug,3.24,low,f,7.756331279945243,7,mpi,04103
2073,9,paintbrush,paintbrush,target,lower-left,1aaesBEa,orderA,1,pinsel,3.43,low,f,7.756331279945243,7,mpi,04103
3053,10,telephone,telephone,target,upper-right,1aaesBEa,orderA,1,telefon,3.53,middle,f,7.756331279945243,7,mpi,04103
3478,11,snake,snake,target,upper-left,1aaesBEa,orderA,1,schlange,2,low,f,7.756331279945243,7,mpi,04103
2300,12,carrot,carrot,target,lower-right,1aaesBEa,orderA,1,möhre,3.36,low,f,7.756331279945243,7,mpi,04103
3443,13,star,star,target,upper-left,1aaesBEa,orderA,1,stern,3.29,low,f,7.756331279945243,7,mpi,04103
4025,14,scissors,scissors,target,upper-right,1aaesBEa,orderA,1,schere,3.38,low,f,7.756331279945243,7,mpi,04103
2492,15,tiger,tiger,target,upper-right,1aaesBEa,orderA,1,tiger,3.88,middle,f,7.756331279945243,7,mpi,04103
2186,16,bone,bone,target,lower-right,1aaesBEa,orderA,1,knochen,4.64,middle,f,7.756331279945243,7,mpi,04103
6184,17,apple,apple,target,upper-left,1aaesBEa,orderA,1,apfel,2.71,low,f,7.756331279945243,7,mpi,04103
5737,18,fish,fish,target,lower-left,1aaesBEa,orderA,1,fisch,2.76,low,f,7.756331279945243,7,mpi,04103
5571,19,ant,ant,target,upper-right,1aaesBEa,orderA,1,ameise,4.6,middle,f,7.756331279945243,7,mpi,04103
4917,20,belt,belt,target,lower-right,1aaesBEa,orderA,1,gürtel,4.11,middle,f,7.756331279945243,7,mpi,04103
4116,21,fryingpan,fryingpan,target,upper-left,1aaesBEa,orderA,1,pfanne,4.16,middle,f,7.756331279945243,7,mpi,04103
3706,22,zebra,zebra,target,upper-right,1aaesBEa,orderA,1,zebra,3.65,middle,f,7.756331279945243,7,mpi,04103
4218,23,needle,needle,target,upper-left,1aaesBEa,orderA,1,nadel,4.22,middle,f,7.756331279945243,7,mpi,04103
3229,24,bicycle,bicycle,target,upper-right,1aaesBEa,orderA,1,fahrrad,3.8,middle,f,7.756331279945243,7,mpi,04103
7309,25,ladder,ladder,target,upper-right,1aaesBEa,orderA,1,leiter,4.47,middle,f,7.756331279945243,7,mpi,04103
2751,26,battery,battery,target,lower-right,1aaesBEa,orderA,1,batterie,5.94,middle,f,7.756331279945243,7,mpi,04103
2956,27,elk,elk,target,upper-left,1aaesBEa,orderA,1,elch,6.28,high,f,7.756331279945243,7,mpi,04103
10608,28,choir,choir,target,upper-right,1aaesBEa,orderA,1,chor,7.19,high,f,7.756331279945243,7,mpi,04103
4843,29,kangaroo,kangaroo,target,lower-left,1aaesBEa,orderA,1,känguru,5.89,middle,f,7.756331279945243,7,mpi,04103
4469,30,ventilator,ventilator,target,upper-right,1aaesBEa,orderA,1,ventilator,6.59,high,f,7.756331279945243,7,mpi,04103
16594,31,arugula,arugula,target,lower-right,1aaesBEa,orderA,1,rucola,6.18,high,f,7.756331279945243,7,mpi,04103
3597,32,flag,flag,target,lower-right,1aaesBEa,orderA,1,flagge,5.86,middle,f,7.756331279945243,7,mpi,04103
4747,33,giraffe,giraffe,target,upper-left,1aaesBEa,orderA,1,giraffe,3.79,middle,f,7.756331279945243,7,mpi,04103
5633,34,palmtree,palmtree,target,lower-left,1aaesBEa,orderA,1,palme,6.57,high,f,7.756331279945243,7,mpi,04103
4710,35,pineapple,pineapple,target,lower-right,1aaesBEa,orderA,1,ananas,4.1,middle,f,7.756331279945243,7,mpi,04103
4038,36,ocean,ocean,target,upper-left,1aaesBEa,orderA,1,ozean,6.46,high,f,7.756331279945243,7,mpi,04103
9796,37,gazelle,gazelle,target,lower-right,1aaesBEa,orderA,1,gazelle,6.31,high,f,7.756331279945243,7,mpi,04103
4182,38,ruler,ruler,target,lower-left,1aaesBEa,orderA,1,lineal,4.9,middle,f,7.756331279945243,7,mpi,04103
3382,39,badger,badger,target,lower-left,1aaesBEa,orderA,1,dachs,6.17,high,f,7.756331279945243,7,mpi,04103
19137,40,chanterelle,chanterelle,target,upper-left,1aaesBEa,orderA,1,pfifferling,7.13,high,f,7.756331279945243,7,mpi,04103
9305,41,ruin,ruin,target,lower-right,1aaesBEa,orderA,1,ruine,6.21,high,f,7.756331279945243,7,mpi,04103
2639,42,labyrinth,labyrinth,target,lower-left,1aaesBEa,orderA,1,labyrinth,6.63,high,f,7.756331279945243,7,mpi,04103
2325,43,mushroom,mushroom,target,lower-right,1aaesBEa,orderA,1,pilz,3.67,middle,f,7.756331279945243,7,mpi,04103
5143,44,orchid,orchid,target,lower-left,1aaesBEa,orderA,1,orchidee,9.76,high,f,7.756331279945243,7,mpi,04103
3951,45,zucchini,zucchini,target,upper-right,1aaesBEa,orderA,1,zucchini,5.95,middle,f,7.756331279945243,7,mpi,04103
7282,46,kayak,boomerang,dist3,lower-right,1aaesBEa,orderA,0,kajak,8.82,high,f,7.756331279945243,7,mpi,04103
3110,47,lobster,lobster,target,upper-right,1aaesBEa,orderA,1,hummer,8,high,f,7.756331279945243,7,mpi,04103
1980,48,jaguar,jaguar,target,lower-right,1aaesBEa,orderA,1,jaguar,7.64,high,f,7.756331279945243,7,mpi,04103
9019,49,carnation,violets,dist1,lower-right,1aaesBEa,orderA,0,nelke,7.82,high,f,7.756331279945243,7,mpi,04103
7811,50,satellite,meteorid,dist2,lower-right,1aaesBEa,orderA,0,satellit,8.94,high,f,7.756331279945243,7,mpi,04103
19885,51,flounder,flounder,target,lower-right,1aaesBEa,orderA,1,flunder,6.95,high,f,7.756331279945243,7,mpi,04103
4159,52,cello,cello,target,lower-left,1aaesBEa,orderA,1,cello,8.67,high,f,7.756331279945243,7,mpi,04103
13972,1,door,door,target,lower-left,1GuQWuLR,orderB,1,tür,3.12,low,m,5.8507871321013,5,mpi,04103
12812,2,stairs,stairs,target,lower-right,1GuQWuLR,orderB,1,treppe,3.25,low,m,5.8507871321013,5,mpi,04103
10418,3,eye,eye,target,upper-left,1GuQWuLR,orderB,1,auge,2.69,low,m,5.8507871321013,5,mpi,04103
9287,4,desk,desk,target,lower-left,1GuQWuLR,orderB,1,schreibtisch,3.2,low,m,5.8507871321013,5,mpi,04103
6707,5,star,star,target,upper-left,1GuQWuLR,orderB,1,stern,3.29,low,m,5.8507871321013,5,mpi,04103
6245,6,squirrel,squirrel,target,lower-left,1GuQWuLR,orderB,1,eichhörnchen,2.6,low,m,5.8507871321013,5,mpi,04103
10698,7,cap,cap,target,upper-right,1GuQWuLR,orderB,1,mütze,1.95,low,m,5.8507871321013,5,mpi,04103
8133,8,telephone,telephone,target,upper-right,1GuQWuLR,orderB,1,telefon,3.53,middle,m,5.8507871321013,5,mpi,04103
10074,9,strawberry,strawberry,target,upper-left,1GuQWuLR,orderB,1,erdbeere,3.47,low,m,5.8507871321013,5,mpi,04103
9190,10,scissors,scissors,target,upper-right,1GuQWuLR,orderB,1,schere,3.38,low,m,5.8507871321013,5,mpi,04103
15067,11,bone,bone,target,lower-right,1GuQWuLR,orderB,1,knochen,4.64,middle,m,5.8507871321013,5,mpi,04103
9453,12,paintbrush,paintbrush,target,lower-left,1GuQWuLR,orderB,1,pinsel,3.43,low,m,5.8507871321013,5,mpi,04103
3408,13,fryingpan,fryingpan,target,upper-left,1GuQWuLR,orderB,1,pfanne,4.16,middle,m,5.8507871321013,5,mpi,04103
4547,14,carrot,carrot,target,lower-right,1GuQWuLR,orderB,1,möhre,3.36,low,m,5.8507871321013,5,mpi,04103
5511,15,plane,plane,target,lower-left,1GuQWuLR,orderB,1,flugzeug,3.24,low,m,5.8507871321013,5,mpi,04103
8257,16,tiger,tiger,target,upper-right,1GuQWuLR,orderB,1,tiger,3.88,middle,m,5.8507871321013,5,mpi,04103
7908,17,snake,snake,target,upper-left,1GuQWuLR,orderB,1,schlange,2,low,m,5.8507871321013,5,mpi,04103
9183,18,apple,apple,target,upper-left,1GuQWuLR,orderB,1,apfel,2.71,low,m,5.8507871321013,5,mpi,04103
8759,19,battery,battery,target,lower-right,1GuQWuLR,orderB,1,batterie,5.94,middle,m,5.8507871321013,5,mpi,04103
3891,20,flag,flag,target,lower-right,1GuQWuLR,orderB,1,flagge,5.86,middle,m,5.8507871321013,5,mpi,04103
8067,21,ladder,ladder,target,upper-right,1GuQWuLR,orderB,1,leiter,4.47,middle,m,5.8507871321013,5,mpi,04103
14134,22,fish,fish,target,lower-left,1GuQWuLR,orderB,1,fisch,2.76,low,m,5.8507871321013,5,mpi,04103
8539,23,giraffe,giraffe,target,upper-left,1GuQWuLR,orderB,1,giraffe,3.79,middle,m,5.8507871321013,5,mpi,04103
7843,24,ant,ant,target,upper-right,1GuQWuLR,orderB,1,ameise,4.6,middle,m,5.8507871321013,5,mpi,04103
15612,25,bicycle,bicycle,target,upper-right,1GuQWuLR,orderB,1,fahrrad,3.8,middle,m,5.8507871321013,5,mpi,04103
18405,26,ruin,ruin,target,lower-right,1GuQWuLR,orderB,1,ruine,6.21,high,m,5.8507871321013,5,mpi,04103
27233,27,choir,choir,target,upper-right,1GuQWuLR,orderB,1,chor,7.19,high,m,5.8507871321013,5,mpi,04103
11801,28,pineapple,pineapple,target,lower-right,1GuQWuLR,orderB,1,ananas,4.1,middle,m,5.8507871321013,5,mpi,04103
13171,29,zebra,zebra,target,upper-right,1GuQWuLR,orderB,1,zebra,3.65,middle,m,5.8507871321013,5,mpi,04103
7067,30,belt,belt,target,lower-right,1GuQWuLR,orderB,1,gürtel,4.11,middle,m,5.8507871321013,5,mpi,04103
5161,31,mushroom,mushroom,target,lower-right,1GuQWuLR,orderB,1,pilz,3.67,middle,m,5.8507871321013,5,mpi,04103
8519,32,elk,elk,target,upper-left,1GuQWuLR,orderB,1,elch,6.28,high,m,5.8507871321013,5,mpi,04103
24794,33,needle,needle,target,upper-left,1GuQWuLR,orderB,1,nadel,4.22,middle,m,5.8507871321013,5,mpi,04103
17528,34,arugula,arugula,target,lower-right,1GuQWuLR,orderB,1,rucola,6.18,high,m,5.8507871321013,5,mpi,04103
7122,35,palmtree,palmtree,target,lower-left,1GuQWuLR,orderB,1,palme,6.57,high,m,5.8507871321013,5,mpi,04103
5990,36,kangaroo,kangaroo,target,lower-left,1GuQWuLR,orderB,1,känguru,5.89,middle,m,5.8507871321013,5,mpi,04103
18332,37,gazelle,gazelle,target,lower-right,1GuQWuLR,orderB,1,gazelle,6.31,high,m,5.8507871321013,5,mpi,04103
9923,38,badger,badger,target,lower-left,1GuQWuLR,orderB,1,dachs,6.17,high,m,5.8507871321013,5,mpi,04103
15539,39,chanterelle,chanterelle,target,upper-left,1GuQWuLR,orderB,1,pfifferling,7.13,high,m,5.8507871321013,5,mpi,04103
30200,40,orchid,orchid,target,lower-left,1GuQWuLR,orderB,1,orchidee,9.76,high,m,5.8507871321013,5,mpi,04103
17476,41,carnation,violets,dist1,lower-right,1GuQWuLR,orderB,0,nelke,7.82,high,m,5.8507871321013,5,mpi,04103
8392,42,ventilator,ventilator,target,upper-right,1GuQWuLR,orderB,1,ventilator,6.59,high,m,5.8507871321013,5,mpi,04103
7872,43,labyrinth,labyrinth,target,lower-left,1GuQWuLR,orderB,1,labyrinth,6.63,high,m,5.8507871321013,5,mpi,04103
19475,44,ocean,ocean,target,upper-left,1GuQWuLR,orderB,1,ozean,6.46,high,m,5.8507871321013,5,mpi,04103
51307,45,lobster,lobster,target,upper-right,1GuQWuLR,orderB,1,hummer,8,high,m,5.8507871321013,5,mpi,04103
8872,46,cello,cello,target,lower-left,1GuQWuLR,orderB,1,cello,8.67,high,m,5.8507871321013,5,mpi,04103
14835,47,kayak,kayak,target,upper-left,1GuQWuLR,orderB,1,kajak,8.82,high,m,5.8507871321013,5,mpi,04103
5458,48,ruler,ruler,target,lower-left,1GuQWuLR,orderB,1,lineal,4.9,middle,m,5.8507871321013,5,mpi,04103
20328,49,jaguar,jaguar,target,lower-right,1GuQWuLR,orderB,1,jaguar,7.64,high,m,5.8507871321013,5,mpi,04103
54952,50,flounder,flounder,target,lower-right,1GuQWuLR,orderB,1,flunder,6.95,high,m,5.8507871321013,5,mpi,04103
11846,51,satellite,satellite,target,upper-left,1GuQWuLR,orderB,1,satellit,8.94,high,m,5.8507871321013,5,mpi,04103
10274,52,zucchini,zucchini,target,upper-right,1GuQWuLR,orderB,1,zucchini,5.95,middle,m,5.8507871321013,5,mpi,04103
3627,1,squirrel,squirrel,target,lower-left,1VTSBPTe,orderA,1,eichhörnchen,2.6,low,f,5.768651608487337,5,mpi,04103
3520,2,cap,cap,target,upper-right,1VTSBPTe,orderA,1,mütze,1.95,low,f,5.768651608487337,5,mpi,04103
3051,3,door,door,target,lower-left,1VTSBPTe,orderA,1,tür,3.12,low,f,5.768651608487337,5,mpi,04103
2882,4,stairs,stairs,target,lower-right,1VTSBPTe,orderA,1,treppe,3.25,low,f,5.768651608487337,5,mpi,04103
6045,5,desk,desk,target,lower-left,1VTSBPTe,orderA,1,schreibtisch,3.2,low,f,5.768651608487337,5,mpi,04103
2317,6,strawberry,strawberry,target,upper-left,1VTSBPTe,orderA,1,erdbeere,3.47,low,f,5.768651608487337,5,mpi,04103
1625,7,eye,eye,target,upper-left,1VTSBPTe,orderA,1,auge,2.69,low,f,5.768651608487337,5,mpi,04103
3787,8,plane,plane,target,lower-left,1VTSBPTe,orderA,1,flugzeug,3.24,low,f,5.768651608487337,5,mpi,04103
4084,9,paintbrush,paintbrush,target,lower-left,1VTSBPTe,orderA,1,pinsel,3.43,low,f,5.768651608487337,5,mpi,04103
3314,10,telephone,telephone,target,upper-right,1VTSBPTe,orderA,1,telefon,3.53,middle,f,5.768651608487337,5,mpi,04103
2806,11,snake,snake,target,upper-left,1VTSBPTe,orderA,1,schlange,2,low,f,5.768651608487337,5,mpi,04103
3367,12,carrot,carrot,target,lower-right,1VTSBPTe,orderA,1,möhre,3.36,low,f,5.768651608487337,5,mpi,04103
1803,13,star,star,target,upper-left,1VTSBPTe,orderA,1,stern,3.29,low,f,5.768651608487337,5,mpi,04103
2887,14,scissors,scissors,target,upper-right,1VTSBPTe,orderA,1,schere,3.38,low,f,5.768651608487337,5,mpi,04103
2486,15,tiger,tiger,target,upper-right,1VTSBPTe,orderA,1,tiger,3.88,middle,f,5.768651608487337,5,mpi,04103
1371,16,bone,bone,target,lower-right,1VTSBPTe,orderA,1,knochen,4.64,middle,f,5.768651608487337,5,mpi,04103
1586,17,apple,apple,target,upper-left,1VTSBPTe,orderA,1,apfel,2.71,low,f,5.768651608487337,5,mpi,04103
2858,18,fish,fish,target,lower-left,1VTSBPTe,orderA,1,fisch,2.76,low,f,5.768651608487337,5,mpi,04103
1929,19,ant,ant,target,upper-right,1VTSBPTe,orderA,1,ameise,4.6,middle,f,5.768651608487337,5,mpi,04103
2114,20,belt,belt,target,lower-right,1VTSBPTe,orderA,1,gürtel,4.11,middle,f,5.768651608487337,5,mpi,04103
3917,21,fryingpan,fryingpan,target,upper-left,1VTSBPTe,orderA,1,pfanne,4.16,middle,f,5.768651608487337,5,mpi,04103
2819,22,zebra,zebra,target,upper-right,1VTSBPTe,orderA,1,zebra,3.65,middle,f,5.768651608487337,5,mpi,04103
3641,23,needle,needle,target,upper-left,1VTSBPTe,orderA,1,nadel,4.22,middle,f,5.768651608487337,5,mpi,04103
3188,24,bicycle,bicycle,target,upper-right,1VTSBPTe,orderA,1,fahrrad,3.8,middle,f,5.768651608487337,5,mpi,04103
5397,25,ladder,ladder,target,upper-right,1VTSBPTe,orderA,1,leiter,4.47,middle,f,5.768651608487337,5,mpi,04103
6980,26,battery,battery,target,lower-right,1VTSBPTe,orderA,1,batterie,5.94,middle,f,5.768651608487337,5,mpi,04103
47497,27,elk,elk,target,upper-left,1VTSBPTe,orderA,1,elch,6.28,high,f,5.768651608487337,5,mpi,04103
88073,28,choir,orchestra,dist1,lower-right,1VTSBPTe,orderA,0,chor,7.19,high,f,5.768651608487337,5,mpi,04103
2418,29,kangaroo,kangaroo,target,lower-left,1VTSBPTe,orderA,1,känguru,5.89,middle,f,5.768651608487337,5,mpi,04103
4041,30,ventilator,ventilator,target,upper-right,1VTSBPTe,orderA,1,ventilator,6.59,high,f,5.768651608487337,5,mpi,04103
50648,31,arugula,dracula,dist2,upper-left,1VTSBPTe,orderA,0,rucola,6.18,high,f,5.768651608487337,5,mpi,04103
2881,32,flag,flag,target,lower-right,1VTSBPTe,orderA,1,flagge,5.86,middle,f,5.768651608487337,5,mpi,04103
1763,33,giraffe,giraffe,target,upper-left,1VTSBPTe,orderA,1,giraffe,3.79,middle,f,5.768651608487337,5,mpi,04103
8867,34,palmtree,cactus,dist1,upper-right,1VTSBPTe,orderA,0,palme,6.57,high,f,5.768651608487337,5,mpi,04103
2742,35,pineapple,pineapple,target,lower-right,1VTSBPTe,orderA,1,ananas,4.1,middle,f,5.768651608487337,5,mpi,04103
7273,36,ocean,ocean,target,upper-left,1VTSBPTe,orderA,1,ozean,6.46,high,f,5.768651608487337,5,mpi,04103
14251,37,gazelle,dragonfly,dist2,upper-left,1VTSBPTe,orderA,0,gazelle,6.31,high,f,5.768651608487337,5,mpi,04103
3168,38,ruler,ruler,target,lower-left,1VTSBPTe,orderA,1,lineal,4.9,middle,f,5.768651608487337,5,mpi,04103
4227,39,badger,badger,target,lower-left,1VTSBPTe,orderA,1,dachs,6.17,high,f,5.768651608487337,5,mpi,04103
2594,40,chanterelle,chanterelle,target,upper-left,1VTSBPTe,orderA,1,pfifferling,7.13,high,f,5.768651608487337,5,mpi,04103
4560,41,ruin,fortress,dist1,upper-right,1VTSBPTe,orderA,0,ruine,6.21,high,f,5.768651608487337,5,mpi,04103
2234,42,labyrinth,whirlwind,dist2,lower-right,1VTSBPTe,orderA,0,labyrinth,6.63,high,f,5.768651608487337,5,mpi,04103
1740,43,mushroom,mushroom,target,lower-right,1VTSBPTe,orderA,1,pilz,3.67,middle,f,5.768651608487337,5,mpi,04103
6442,44,orchid,banner,dist3,lower-right,1VTSBPTe,orderA,0,orchidee,9.76,high,f,5.768651608487337,5,mpi,04103
6269,45,zucchini,zucchini,target,upper-right,1VTSBPTe,orderA,1,zucchini,5.95,middle,f,5.768651608487337,5,mpi,04103
2518,46,kayak,kayak,target,upper-left,1VTSBPTe,orderA,1,kajak,8.82,high,f,5.768651608487337,5,mpi,04103
1992,47,lobster,clip,dist2,lower-left,1VTSBPTe,orderA,0,hummer,8,high,f,5.768651608487337,5,mpi,04103
3187,48,jaguar,jaguar,target,lower-right,1VTSBPTe,orderA,1,jaguar,7.64,high,f,5.768651608487337,5,mpi,04103
4514,49,carnation,compass,dist3,upper-left,1VTSBPTe,orderA,0,nelke,7.82,high,f,5.768651608487337,5,mpi,04103
12085,50,satellite,rocket,dist1,upper-right,1VTSBPTe,orderA,0,satellit,8.94,high,f,5.768651608487337,5,mpi,04103
4589,51,flounder,pyramid,dist3,upper-right,1VTSBPTe,orderA,0,flunder,6.95,high,f,5.768651608487337,5,mpi,04103
3440,52,cello,cello,target,lower-left,1VTSBPTe,orderA,1,cello,8.67,high,f,5.768651608487337,5,mpi,04103
7005,1,squirrel,squirrel,target,lower-left,1XKPmPrA,orderA,1,eichhörnchen,2.6,low,m,5.68104038329911,5,mpi,04103
4301,2,cap,cap,target,upper-right,1XKPmPrA,orderA,1,mütze,1.95,low,m,5.68104038329911,5,mpi,04103
3609,3,door,door,target,lower-left,1XKPmPrA,orderA,1,tür,3.12,low,m,5.68104038329911,5,mpi,04103
3693,4,stairs,stairs,target,lower-right,1XKPmPrA,orderA,1,treppe,3.25,low,m,5.68104038329911,5,mpi,04103
4979,5,desk,desk,target,lower-left,1XKPmPrA,orderA,1,schreibtisch,3.2,low,m,5.68104038329911,5,mpi,04103
5010,6,strawberry,strawberry,target,upper-left,1XKPmPrA,orderA,1,erdbeere,3.47,low,m,5.68104038329911,5,mpi,04103
2273,7,eye,eye,target,upper-left,1XKPmPrA,orderA,1,auge,2.69,low,m,5.68104038329911,5,mpi,04103
